name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2023-12-01T00:00:00,7.9,5.3,1,61.82,0,0,,0,0,20.5,14.7,259,1021.6,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T01:00:00,6.7,4.8,1,66.86,0,0,,0,0,16.6,9.4,219,1021.1,0.8,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T02:00:00,6.7,4,0.5,64.68,0,0,,0,0,16.6,14.3,249,1021.7,0.8,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T03:00:00,6.2,4.6,0.5,67.18,0,0,,0,0,14.8,7.7,259,1021.6,0.8,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T04:00:00,6.2,4.6,0.6,67.29,0,0,,0,0,14.8,7.6,220,1021.6,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T05:00:00,5.7,3.3,1,71.94,0,0,,0,0,16.6,11.1,239,1021.7,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T06:00:00,5.7,3.6,1.1,72.22,0,0,,0,0,14.8,9.4,239,1022,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T07:00:00,5.7,3,1.1,72.13,0,0,,0,0,14.8,12.8,269,1022,0.4,16,9,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T08:00:00,5.7,3.7,1.6,75.06,0,0,,0,0,14.8,9,262,1022.3,0.8,16,91,0.3,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T09:00:00,6.2,4.7,2.1,74.83,0,0,,0,0,68.4,7.5,200,1022.3,1.5,16,230,0.8,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T10:00:00,7.3,6,2.1,69.5,0,0,,0,0,72.2,7.3,299,1021.5,1.5,14.1,179,0.6,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T11:00:00,8,6.1,3.2,71.91,0,0,,0,0,13,10.7,233,1021.8,27.5,15.9,118,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T12:00:00,7.9,5.8,3.7,74.48,0,0,,0,0,13,12.4,233,1022.2,100,16,46,0.2,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T13:00:00,7.2,5.9,3.8,79.04,0.018,100,rain,0,0,57.2,7.5,200,1021.6,100,15.5,30,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T14:00:00,7.2,6.4,3.9,79.65,0.026,100,rain,0,0,48.2,5.6,180,1020.4,3.9,15.5,54,0.2,1,10,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T15:00:00,7.9,7.2,2.9,70.75,0,0,,0,0,50,5.5,259,1020.2,100,15.9,23,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T16:00:00,8.3,7.7,3.4,70.84,0,0,,0,0,64.8,5.5,190,1019.8,99,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T17:00:00,8.8,7.7,4.3,73.57,0.022,100,rain,0,0,13,7.4,159,1019.7,100,15.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T18:00:00,7.9,6.3,5.6,85.74,0.095,100,rain,0,0,63,9.2,258,1019.7,100,12.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T19:00:00,7.2,5.1,5.6,89.59,0.186,100,rain,0,0,55.4,11.2,239,1019.4,100,9.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T20:00:00,7.2,5.9,6.1,92.76,0.149,100,rain,0,0,59,7.6,239,1019.3,100,6,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T21:00:00,7.9,6.7,6.2,89.02,0.118,100,rain,0,0,16.6,7.2,262,1018.8,100,7.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-01T22:00:00,7.9,6.3,6.7,92.36,0.011,100,rain,0,0,18.4,9.2,229,1017.8,100,15.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-01T23:00:00,8.4,7.2,6.7,89.3,0,0,,0,0,16.6,7.5,240,1017,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-02T00:00:00,8.4,6.8,7.2,92.06,0,0,,0,0,18.4,9.5,249,1016.8,100,15.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T01:00:00,8.4,6.5,7.2,92,0,0,,0,0,16.6,11.1,260,1016.6,100,13.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T02:00:00,8.4,6.9,7.2,92.2,0,0,,0,0,14.8,9.1,253,1016.4,100,10.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T03:00:00,8.4,6.5,6.7,89.28,0,0,,0,0,13,11.2,259,1016.7,100,10.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T04:00:00,8.3,7.2,6.7,89.27,0,0,,0,0,13,7.3,262,1016.4,100,12.6,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T05:00:00,8.4,6.6,6.7,89.22,0,0,,0,0,11.2,10.6,253,1016.8,100,10.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T06:00:00,8.3,6.2,6.7,89.27,0,0,,0,0,9.4,12.6,269,1016.9,100,9.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T07:00:00,8.3,6.8,6.7,89.27,0,0,,0,0,9.4,9.2,259,1016.9,100,9.8,3,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T08:00:00,8.3,6.5,6.7,89.33,0,0,,0,0,9.4,10.9,249,1017.3,100,5,35,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T09:00:00,8.4,6.8,6.7,89.33,0,0,,0,0,11.2,9.5,267,1017.2,100,6,84,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T10:00:00,8.9,7.1,7.2,89.12,0,0,,0,0,11.2,11,251,1017.2,100,7.9,165,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T11:00:00,9.4,8.4,7.8,89.87,0,0,,0,0,11.2,7.3,254,1016.7,48.4,9.9,186,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T12:00:00,11.2,11.2,8.3,82.57,0,0,,0,0,11.2,9.3,330,1016.6,1.5,8.3,547,2,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T13:00:00,12.3,12.3,8.3,76.88,0,0,,0,0,11.2,7.5,254,1016.1,1.5,13.1,497,1.8,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T14:00:00,13.9,13.9,8.8,71.53,0,0,,0,0,11.2,7.1,0,1015.9,1.5,16,223,0.8,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T15:00:00,14.4,14.4,8.8,69.25,0,0,,0,0,9.4,0.1,2,1015.8,1.5,14.1,104,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T16:00:00,12.9,12.9,8.8,76.23,0,0,,0,0,9.4,7.3,61,1016.2,1.5,11.2,16,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T17:00:00,12.3,12.3,8.8,79.58,0,0,,0,0,9.4,0.2,6,1016.3,1.5,15.8,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T18:00:00,11.7,11.7,8.8,82.37,0,0,,0,0,7.6,8.9,290,1016.4,49.6,13.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T19:00:00,11.2,11.2,8.8,85.42,0,0,,0,0,7.6,7.2,209,1016.5,28.7,11,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T20:00:00,10.7,10.7,8.8,88.3,0,0,,0,0,7.6,5.2,275,1017.2,1.5,12.9,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T21:00:00,11.7,11.7,8.8,82.84,0,0,,0,0,7.6,0.2,5,1016.7,1.5,13.7,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T22:00:00,10.7,10.7,8.8,88.3,0,0,,0,0,5.4,0.4,6,1016.8,28.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-02T23:00:00,10.7,10.7,8.8,88.51,0,0,,0,0,5.4,5.2,275,1016.9,88.1,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T00:00:00,10.1,10.1,8.4,89.29,0,0,,0,0,5.4,0.4,7,1016.2,88.3,7.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-03T01:00:00,10.6,10.6,8.8,88.8,0,0,,0,0,7.6,11.1,50,1015.2,84.7,9.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T02:00:00,10,8.5,8.4,89.71,0,0,,0,0,9.4,10.7,39,1015.8,89.4,5.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T03:00:00,9.4,6.8,8.3,93.29,0.014,100,rain,0,0,11.2,17.8,50,1015.2,100,5.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T04:00:00,9.3,6.1,7.9,90.4,0,0,,0,0,13,25.3,50,1013.8,100,7.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T05:00:00,9.3,6.5,8.3,93.47,0.026,100,rain,0,0,20.5,20.2,51,1013.5,100,9.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T06:00:00,9.3,7.2,8.3,93.38,0.095,100,rain,0,0,24.1,14.4,40,1013.7,100,9.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T07:00:00,9.4,7,8.3,93.15,0.106,100,rain,0,0,29.5,16.2,51,1012.8,100,15.4,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T08:00:00,9.4,6.9,8.3,92.96,0.056,100,rain,0,0,29.5,18.2,53,1011.7,100,15.6,7,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T09:00:00,10.1,10.1,8.9,92.06,0.048,100,rain,0,0,31.3,20,60,1011.7,100,4.9,16,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T10:00:00,10,10,8.8,92.23,0.228,100,rain,0,0,31.7,23.4,53,1011.2,100,5,53,0.2,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T11:00:00,10,10,8.8,92.09,0.07,100,rain,0,0,28.2,20.2,61,1009.5,100,9.8,49,0.2,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T12:00:00,10.1,10.1,8.8,91.94,0.042,100,rain,0,0,31.3,21.8,53,1007.9,100,13.5,42,0.2,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T13:00:00,10.1,10.1,8.8,91.99,0.011,100,rain,0,0,31.3,16.4,51,1006.6,100,5.9,30,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-03T14:00:00,10.1,10.1,8.8,92.02,0.062,100,rain,0,0,29.5,20.1,41,1005.7,100,5.8,30,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T15:00:00,10.1,10.1,8.8,92.04,0.036,100,rain,0,0,27.7,20.2,40,1006,100,4.9,23,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2023-12-03T16:00:00,9.4,6,8.3,92.84,0.039,100,rain,0,0,36.4,27.5,41,1005.4,100,7.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T17:00:00,8.9,6,7.9,92.88,0.019,100,rain,0,0,35.4,20.8,32,1005.1,100,7.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T18:00:00,8.9,5.8,7.8,92.82,0,0,,0,0,35.3,22.5,42,1004.8,100,9.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T19:00:00,8.9,6.6,7.8,92.87,0,0,,0,0,29.5,15,33,1005.2,100,10.8,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T20:00:00,8.9,8.2,7.8,93.05,0.014,100,rain,0,0,16.6,6.1,22,1005.3,100,12.5,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T21:00:00,8.9,7.8,7.8,92.92,0.019,100,rain,0,0,14.8,7.8,23,1005.2,100,12.6,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T22:00:00,8.9,8.9,7.8,93.05,0.019,100,rain,0,0,11.2,0.4,9,1005.8,100,15.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-03T23:00:00,8.9,8.9,7.8,92.92,0,0,,0,0,14.8,0.4,3,1006,100,15.7,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T00:00:00,8.4,7.4,7.2,91.78,0,0,,0,0,16.6,7.1,283,1005.9,52.9,15.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T01:00:00,7.9,6.7,6.7,91.99,0,0,,0,0,20.5,7.4,280,1005.6,26.5,15.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T02:00:00,8.4,6.8,7.1,91.81,0,0,,0,0,38.9,9.5,260,1005.7,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T03:00:00,8,6,6.6,91.36,0,0,,0,0,40.7,11.2,260,1006,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T04:00:00,7.9,6.2,6.6,91.12,0,0,,0,0,38.9,9.6,260,1006.9,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T05:00:00,7.9,6.2,5.6,85,0,0,,0,0,42.5,9.6,270,1007.3,1.7,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T06:00:00,7.9,5.9,4.9,81.32,0,0,,0,0,27.7,11.3,260,1007.8,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T07:00:00,7.9,5.1,3.8,75.32,0,0,,0,0,35.3,16.4,270,1008.5,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T08:00:00,7.9,5.7,3.8,75.16,0,0,,0,0,82.3,12.6,272,1009,0.8,16,113,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T09:00:00,8.9,6.4,3.8,70.53,0,0,,0,0,27.7,16.4,269,1009.5,1.5,16,272,1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T10:00:00,10,10,3.8,65.3,0,0,,0,0,77.8,16.7,260,1009.8,1.5,16,336,1.2,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T11:00:00,10.6,10.6,3.3,60.38,0,0,,0,0,92.5,32.7,268,1009.3,1.5,16,287,1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T12:00:00,11.2,11.2,3.3,58.45,0,0,,0,0,37.1,23.6,260,1009,1.5,16,529,1.9,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T13:00:00,11.1,11.1,3.2,58.18,0,0,,0,0,29.4,14.8,261,1008.9,82.4,16,320,1.2,3,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T14:00:00,10.6,10.6,2.1,55.56,0,0,,0,0,29.5,16.5,252,1007.7,28.7,16,101,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T15:00:00,10,10,1.6,56.03,0,0,,0,0,27.7,15.9,270,1007.8,2.7,16,84,0.3,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T16:00:00,10,10,1.6,55.87,0,0,,0,0,49.9,16.5,262,1008.1,98.6,16,12,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T17:00:00,9.4,7.2,1.6,58.37,0,0,,0,0,25.9,14.5,271,1008.8,82.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T18:00:00,8.9,6.8,1.1,58.12,0,0,,0,0,45.8,13.2,270,1009.8,29.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T19:00:00,8.4,6.2,1,59.99,0,0,,0,0,25.9,13.2,271,1010.4,1.2,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T20:00:00,7.9,5.5,1.1,62.19,0,0,,0,0,25.9,13.2,252,1011.2,1.5,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T21:00:00,7.2,5.4,1.1,65.07,0,0,,0,0,25.9,9.6,290,1011.5,1.5,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T22:00:00,6.7,4.2,1.1,67.25,0,0,,0,0,25.9,13,261,1011.8,0.8,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-04T23:00:00,6.7,4.1,0.6,65.07,0,0,,0,0,37.1,13.1,252,1011.9,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T00:00:00,6.2,3.3,1.1,69.92,0,0,,0,0,25.9,14.2,263,1012.6,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T01:00:00,5.7,2.9,1.1,72.39,0,0,,0,0,24.1,12.9,262,1013,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T02:00:00,6.1,3.5,1.1,70.08,0,0,,0,0,25.9,12.9,251,1013.7,77.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T03:00:00,5.6,2.9,1.1,72.48,0,0,,0,0,25.9,13,262,1014.6,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T04:00:00,5.6,5.6,-0.1,66.86,0,0,,0,0,25.9,0.7,354,1014.9,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T05:00:00,5,3.3,-1.6,62.2,0,0,,0,0,27.7,7.5,352,1015.1,51.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T06:00:00,5,5,-1.8,61.83,0,0,,0,0,31.7,0.9,359,1015.9,28.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T07:00:00,4.3,3,-3.4,57.47,0,0,,0,0,35.3,5.7,320,1016.5,0.4,16,7,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T08:00:00,4.3,2.4,-3.9,55.11,0,0,,0,0,24.1,7.8,301,1017,0.4,16,100,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T09:00:00,5.5,3.8,-3.9,50.47,0,0,,0,0,66.6,7.8,310,1017.8,0.8,16,190,0.7,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T10:00:00,5.6,3.2,-3.9,50.33,0,0,,0,0,18.4,11.2,300,1018,1.5,16,255,0.9,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T11:00:00,6.1,5.2,-3.4,50.62,0,0,,0,0,16.6,5.3,337,1017.6,1.5,16,227,0.8,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T12:00:00,6.1,3.5,-2.9,52.19,0,0,,0,0,16.6,12.8,241,1017.8,27.5,16,207,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T13:00:00,6.1,3.5,-3,52.17,0,0,,0,0,16.6,13,271,1017.3,28.9,16,265,1,3,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T14:00:00,6.7,4.2,-2.3,52.74,0,0,,0,0,14.8,12.4,283,1016.4,1.7,16,130,0.5,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-12-05T15:00:00,6.2,3.9,-3.4,50.37,0,0,,0,0,47.9,10.8,254,1016.8,1.5,16,116,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
